"Date","Open","High","Low","Close","Adj.Close","Volume"
2010-01-04,10.7404012680054,10.9167776107788,10.7404012680054,10.9167776107788,4.55627632141113,50597478
2010-01-05,10.9260606765747,11.0931539535522,10.9260606765747,11.0374555587769,4.60664081573486,60515839
2010-01-06,11.0374555587769,11.1302862167358,10.9863996505737,11.1163606643677,4.6395754814148,31775246
2010-01-07,11.111720085144,11.111720085144,10.9585514068604,11.0653047561646,4.61826467514038,67351420
2010-01-08,11.1302862167358,11.1442098617554,10.9817581176758,11.1024370193481,4.63376379013062,46517762
2010-01-11,11.1210031509399,11.2648887634277,11.1210031509399,11.1210031509399,4.64151239395142,48375813
2010-01-12,11.1210031509399,11.1952667236328,10.9121360778809,10.9121360778809,4.55433988571167,152143405
2010-01-13,10.9121360778809,10.9307022094727,10.7450428009033,10.8285894393921,4.51946830749512,73999642
2010-01-14,10.8285894393921,10.9399852752686,10.7357597351074,10.8889293670654,4.54465246200562,101371110
2010-01-15,10.9260606765747,11.0188903808594,10.6754198074341,10.6754198074341,4.4555401802063,70752935
2010-01-18,10.6754198074341,10.7589673995972,10.619722366333,10.7171936035156,4.47297620773315,135255870
2010-01-19,10.7171936035156,10.9539089202881,10.5872316360474,10.9214191436768,4.55821323394775,238088788
2010-01-20,10.9214191436768,10.9539089202881,10.4711952209473,10.554741859436,4.40517520904541,223066845
2010-01-21,10.554741859436,10.624363899231,9.99776268005371,10.1091594696045,4.21920394897461,337531707
2010-01-22,10.0813102722168,10.0813102722168,9.7564058303833,10.0720272064209,4.20370769500732,264466385
2010-01-25,10.0720272064209,10.1184415817261,9.93278217315674,9.93278217315674,4.14559268951416,262869880
2010-01-26,9.93278217315674,9.99776268005371,9.68678283691406,9.99312210083008,4.17077445983887,297348414
2010-01-27,9.83067035675049,9.83067035675049,9.43614292144775,9.48719882965088,3.95962047576904,132175961
2010-01-28,9.48719882965088,9.80282115936279,9.31082344055176,9.31082344055176,3.88600778579712,224258756
2010-01-29,9.34795475006104,9.69142532348633,9.34795475006104,9.56146335601807,3.99061584472656,235996562
2010-02-01,9.45006847381592,9.68214225769043,9.38044452667236,9.6310863494873,4.06823253631592,113044196
2010-02-02,9.6310863494873,9.91421604156494,9.61716079711914,9.85851764678955,4.16430044174194,361495440
2010-02-03,9.85851764678955,9.96063137054443,9.43614292144775,9.47791576385498,4.00353288650513,280614571
2010-02-04,9.47791576385498,9.59395408630371,8.55982971191406,8.5867509841919,3.62709784507751,397251151
2010-02-05,8.5867509841919,8.80954170227051,8.07154560089111,8.57282638549805,3.62121653556824,416008966
2010-02-08,8.57282638549805,8.79097557067871,8.35467720031738,8.73899173736572,3.69140529632568,226266354
2010-02-09,8.73899173736572,9.02769184112549,8.59603404998779,8.93486213684082,3.77414274215698,262543019
2010-02-10,9.09824275970459,9.34795475006104,9.09824275970459,9.26626491546631,3.91412925720215,206231879
2010-02-11,9.26626491546631,9.38508701324463,8.8466739654541,9.01005458831787,3.80590510368347,92093739
2010-02-12,9.01005458831787,9.16693687438965,8.78169345855713,8.8680248260498,3.74590992927551,71713745
2010-02-15,8.8680248260498,9.07874870300293,8.8466739654541,8.95621299743652,3.78316068649292,94415397
2010-02-16,8.95621299743652,9.12052154541016,8.8652400970459,9.06482410430908,3.82904005050659,138309830
2010-02-17,9.10009860992432,9.24862670898438,9.10009860992432,9.19942665100098,3.88589525222778,90976322
2010-02-18,9.19942665100098,9.29225730895996,9.08339023590088,9.27369117736816,3.91726660728455,122075496
2010-02-19,9.27369117736816,9.37116241455078,9.02397918701172,9.36652088165283,3.95647835731506,72722318
2010-02-22,9.36652088165283,9.44078540802002,9.1437292098999,9.18179035186768,3.87844586372375,60900997
2010-02-23,9.18179035186768,9.2541971206665,8.72970867156982,8.80490112304688,3.71924686431885,65896864
2010-02-24,8.79004764556885,8.79004764556885,8.42986869812012,8.67958068847656,3.66630959510803,80016481
2010-02-25,8.67958068847656,8.76684093475342,8.49484920501709,8.57653999328613,3.62278532981873,71729926
2010-02-26,8.58582305908203,8.8652400970459,8.58582305908203,8.86431217193604,3.74434232711792,62630037
2010-03-01,8.86431217193604,9.07689189910889,8.73527908325195,8.96549606323242,3.78708171844482,41449567
2010-03-02,8.96549606323242,9.03140544891357,8.79190540313721,9.00448513031006,3.80355072021484,48922625
2010-03-03,9.00448513031006,9.24584197998047,8.8466739654541,9.2235631942749,3.89609217643738,61814692
2010-03-04,9.2235631942749,9.42221927642822,9.12887668609619,9.32474708557129,3.93883228302002,87320508
2010-03-05,9.32474708557129,9.67285919189453,9.31082344055176,9.64965152740479,4.07607412338257,67111415
2010-03-08,9.64965152740479,9.74248123168945,9.64965152740479,9.68214225769043,4.08979845046997,47307494
2010-03-09,9.68214225769043,9.71463203430176,9.47327518463135,9.58931159973145,4.05058670043945,52709436
2010-03-10,9.58931159973145,9.7285566329956,9.53825569152832,9.7285566329956,4.10940551757812,47018218
2010-03-11,9.70070838928223,9.70070838928223,9.51968955993652,9.58931159973145,4.05058670043945,41048674
2010-03-12,9.58931159973145,9.74248123168945,9.58002853393555,9.62180328369141,4.06431102752686,35997756
2010-03-15,9.60787773132324,9.60787773132324,9.45006847381592,9.47791576385498,4.00353288650513,48946035
2010-03-16,9.47791576385498,9.58931159973145,9.38508701324463,9.56610488891602,4.04078388214111,44377582
2010-03-17,9.60323715209961,9.67749977111816,9.52897262573242,9.64500999450684,4.07411336898804,64389154
2010-03-18,9.61716079711914,9.61716079711914,9.41293621063232,9.47791576385498,4.00353288650513,58068439
2010-03-19,9.47791576385498,9.56610488891602,9.29689788818359,9.31082344055176,3.93295192718506,143132367
2010-03-22,9.30154037475586,9.30154037475586,8.95806980133057,9.15208435058594,3.8658983707428,88854079
2010-03-23,9.19107341766357,9.36187934875488,9.1715784072876,9.32010555267334,3.93687176704407,46366236
2010-03-24,9.32010555267334,9.38044452667236,8.93764686584473,9.08803176879883,3.83884119987488,92060938
2010-03-25,9.08803176879883,9.33867168426514,8.98684692382812,9.33867168426514,3.9447135925293,85882484
2010-03-26,9.33867168426514,9.41293621063232,9.23006057739258,9.33867168426514,3.9447135925293,47774853
2010-03-29,9.33867168426514,9.46399211883545,9.25976657867432,9.35723781585693,3.95255661010742,71050889
2010-03-30,9.42221927642822,9.45006847381592,9.19664192199707,9.24676990509033,3.90589308738708,37458066
2010-03-31,9.24676990509033,9.29225730895996,8.98870372772217,9.134446144104,3.85844850540161,42728931
2010-04-01,9.134446144104,9.36652088165283,9.12052154541016,9.36652088165283,3.95647835731506,30682793
2010-04-06,9.36652088165283,9.50576496124268,9.220778465271,9.43614292144775,3.98588705062866,67464424
2010-04-07,9.43614292144775,9.53361415863037,9.34795475006104,9.4686336517334,3.99960994720459,45388005
2010-04-08,9.42685985565186,9.42685985565186,9.20592498779297,9.34331321716309,3.94667410850525,48269971
2010-04-09,9.36187934875488,9.75176429748535,9.36187934875488,9.72391510009766,4.10744476318359,68422878
2010-04-12,9.83995246887207,10.0163288116455,9.83995246887207,9.92349910736084,4.19175004959106,85368360
2010-04-13,9.92349910736084,10.0395364761353,9.87708377838135,9.92814064025879,4.19371128082275,127408646
2010-04-14,9.92814064025879,10.0441780090332,9.90029239654541,9.96991443634033,4.21135568618774,44067716
2010-04-15,9.96991443634033,10.0348949432373,9.79817867279053,10.0163288116455,4.23095989227295,100325764
2010-04-16,10.0163288116455,10.0952339172363,9.6310863494873,9.7378396987915,4.1133246421814,155491774
2010-04-19,9.7378396987915,9.7656888961792,9.55218029022217,9.65893363952637,4.07999515533447,165708624
2010-04-20,9.65893363952637,9.82138729095459,9.56146335601807,9.7749719619751,4.12901067733765,197068026
2010-04-21,9.7749719619751,9.81674480438232,9.45470905303955,9.49648189544678,4.01137351989746,155025504
2010-04-22,9.49648189544678,9.52897262573242,9.12609195709229,9.20035552978516,3.88628840446472,230693388
2010-04-23,9.20035552978516,9.47791576385498,9.09731483459473,9.24584197998047,3.90550303459167,227749443
2010-04-26,9.24584197998047,9.49184131622314,9.1530122756958,9.32010555267334,3.93687176704407,271878587
2010-04-27,9.24398612976074,9.24398612976074,8.78169345855713,8.8160400390625,3.723952293396,173802084
2010-04-28,8.8160400390625,8.90979766845703,8.31754493713379,8.44750595092773,3.568279504776,283141225
2010-04-29,8.45678901672363,8.92000961303711,8.45678901672363,8.78262233734131,3.70983576774597,287040598
2010-04-30,8.78262233734131,9.13351821899414,8.72692394256592,8.8652400970459,3.7447350025177,197827151
2010-05-03,8.64708995819092,8.64708995819092,8.42986869812012,8.60160446166992,3.71977472305298,165446848
2010-05-04,8.57839584350586,8.57839584350586,7.93230104446411,7.99264097213745,3.45642685890198,350192373
2010-05-05,7.99264097213745,8.06690406799316,7.55262804031372,7.79305696487427,3.37011814117432,315967831
2010-05-06,7.79305696487427,8.09011173248291,7.27970790863037,7.43566179275513,3.21556115150452,497149983
2010-05-07,7.43566179275513,7.70486783981323,7.00400400161743,7.15717315673828,3.09512829780579,305716719
2010-05-10,8.2618465423584,8.81882476806641,8.2618465423584,8.81882476806641,3.81371092796326,362584263
2010-05-11,8.55518913269043,8.72599601745605,8.1550931930542,8.52548313140869,3.68685531616211,164277955
2010-05-12,8.52548313140869,8.8466739654541,8.24328136444092,8.5589017868042,3.70130848884583,94280753
2010-05-13,8.5589017868042,8.81789684295654,8.32682800292969,8.48556709289551,3.66959452629089,111265966
2010-05-14,8.35467720031738,8.35467720031738,7.55634117126465,7.72343397140503,3.34000992774963,154025630
